names,clubs,ages,Apps,Mins,Tackles,Inter,Fouls,Offsides,Clear,Blocks,OwnG,Rating,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,AerialsWon,MotM
Lionel Messi,PSG,35,44,3519,0.8,0.1,0.4,0,0,0,0,8.30,27,21,4.1,2.9,2.9,1.8,0.2,2.6,1.7,57.2,83.9,0.9,2.2,0.9,0.2,18
Martin Terrier,Rennes,26,22,1721,1.7,0.8,0.7,0,0.4,0.1,0,7.61,12,5,2.5,1.5,0.5,1.3,0.5,0.9,1.6,33.7,74.8,0.2,1.3,0.2,3.7,7
Neymar,PSG,31,35,2375,0.9,0.2,1.3,0,0.1,0,0,7.62,20,14,2.3,2.4,2,3.4,0.3,2.3,2.4,58.4,83.2,0.9,2,0.4,0,4
Kylian Mbappé,PSG,24,49,3875,0.2,0.1,0.5,0,0.1,0,0,7.71,43,9,4,1.5,2.5,1.2,0.9,1.1,2,34.3,82.8,0.5,0.6,0.1,0.2,11
Khvicha Kvaratskhelia,Napoli,22,39,3007,1.3,0.2,0.5,0,0.3,0,0,7.68,19,16,3.3,1.8,2.3,1.2,0.2,1.5,2.5,26.8,81,0.6,1.1,0.2,0.4,12
Kevin De Bruyne,Man City,31,48,3532,0.8,0.3,0.6,0,0.5,0.1,0,7.52,9,20,2.1,3.1,1,0.9,0.1,1,1.3,42.2,79.5,2.1,2.7,0.5,0.4,10
Victor Osimhen,Napoli,24,33,2249,0.4,0.1,1.2,0,0.9,0,0,7.57,30,4,4,0.9,0.9,1.3,1.3,1.4,3,10.9,70.2,0,0.3,0,2,5
Erling Haaland,Man City,22,45,3382,0.1,0.1,1,0,0.4,0.1,0,7.52,51,7,3.4,0.7,0.3,0.5,0.2,0.7,1.4,12.6,75.2,0.1,0,0,1.2,9
Kieran Trippier,Newcastle,32,43,3508,1.9,1.2,1.2,0.2,1.8,0.3,0,7.40,1,8,0.4,2.7,0.4,0.7,0.2,0.2,0.7,51,76,3.2,3.2,0.2,1.2,9
Robert Lewandowski,Barcelona,34,47,3543,0.6,0.1,1.3,0,0.8,0,0,7.36,30,8,3.5,1.1,1,1.6,0.6,1.9,2.8,22,76.5,0.2,0.6,0.2,2,10
Gabriel Jesus,Arsenal,26,29,1768,1,0.4,1.2,0,0.3,0.1,0,7.22,8,6,2.6,1.3,1.8,2,0.5,2,2.9,20.5,81.4,0.1,0.4,0.1,1.2,3
Karim Benzema,Real Madrid,35,35,2286,0.4,0,0.4,0,0.3,0,0,7.41,26,4,4.3,1.9,0.8,0.3,0.8,0.9,1.2,38.9,86.2,0,0.6,0.2,0.5,5
Jude Bellingham,Borussia Dortmund,19,48,3886,2.6,1.3,1.1,0,0.8,0.2,0,7.41,11,6,1.7,1,2.2,2.3,0,1.7,2.1,48.8,84.2,0.1,3.2,0.2,1.1,8
Harry Kane,Tottenham,29,54,4517,0.3,0.1,0.8,0,0.7,0.2,0,7.25,31,7,3.2,1.3,1.1,1.4,0.3,1.5,2,21.7,70.7,0.2,1.8,0.2,1.7,7
Antoine Griezmann,Atletico,32,53,3413,1.3,0.6,0.6,0,0.6,0.2,0,7.33,11,13,2.3,2,1.2,1,0.3,1.1,1,36.5,83.2,1.2,1.8,0.2,0.8,9
Niclas Füllkrug,Werder Bremen,30,30,2365,0.3,0,1.1,0,0.8,0.1,0,7.39,18,6,3,1.1,1,1.6,0.9,1.7,2.5,30.2,63.6,0.1,1.4,0,5.2,5
Bukayo Saka,Arsenal,21,52,3719,1.3,0.4,0.9,0,0.4,0,0,7.26,17,12,1.9,1.7,1.5,1.4,0.3,1.2,2,28.2,81.4,0.9,0.7,0,0.3,7
Dango Ouattara,Lorient,21,29,2390,2,1,0.7,0,1.2,0.3,0,7.19,6,8,2.4,1.2,1.6,1.8,0.3,1,2.4,20.6,64.3,0.3,0.5,0.1,2.1,5
Joshua Kimmich,Bayern,28,47,3749,2.5,1.5,0.8,0,0.9,0.2,0,7.45,7,8,1.4,2.2,0.3,1.6,0,0.8,0.8,76.3,90.3,1.7,5.4,0.3,0.5,7
Vinícius Júnior,Real Madrid,22,50,3373,0.9,0.2,1.2,0,0,0.1,0,7.50,22,12,2.8,1.9,3.1,3.3,0.6,2,2.5,31.5,82,0.2,0.8,0.1,0,7
Dominik Szoboszlai,RBL,22,44,3226,1.2,0.6,0.8,0,0.8,0.1,0,7.22,7,11,1.8,2.1,1.5,1.2,0.1,1.1,1.7,42.8,83.2,1.4,2.5,0.2,0.3,5
Alexandre Lacazette,Lyon,31,29,2218,1.3,0.5,1.8,0,0.1,0,0,7.39,22,4,3,1.3,1.1,1.5,0.3,1.5,1.7,24.4,74.7,0.1,0.8,0.1,0.9,3
Jamal Musiala,Bayern,20,47,2781,0.9,0.6,0.7,0,0.1,0.1,0,7.22,15,12,1.8,1.6,2.6,1.2,0,2.4,2.4,27.9,84.4,0,0.4,0,0.3,5
Solly March,Brighton,28,33,2599,1.5,0.7,1.4,0.1,0.8,0.1,0,7.30,8,6,2.3,1.9,1.6,1.2,0.4,1.1,1.8,34.9,78.3,1.2,2.2,0.1,0.9,6
Rodri,Man City,26,52,4113,2,0.9,1.3,0.1,1.2,0.4,0,7.30,3,7,1.4,0.8,0.6,0.6,0.1,0.6,0.6,92.9,91.8,0.1,5.3,0.1,2.2,4
Enzo Le Fée,Lorient,23,32,2427,3.3,1,1,0,1,0.2,0,7.36,5,5,1.4,2.1,1.9,1.9,0.1,1.6,1.9,55.8,84.6,1,3.2,0.2,0.4,5
Rémy Cabella,Lille,33,24,1893,2.3,0.6,0.8,0,0.3,0.1,0,7.36,5,6,1.5,3.1,1.1,1.4,0,1.3,1.6,49.6,83.7,1.4,0.9,0.3,0.3,3
Paulo Dybala,Roma,29,33,2147,0.7,0.3,0.4,0,0.1,0,0,7.25,15,7,2.4,2.1,1.1,1.8,0.2,1.3,2.4,27.5,80.9,1.4,2.1,0.1,0.3,7
Martin Ødegaard,Arsenal,24,45,3403,1.1,0.4,0.8,0,0.2,0.1,0,7.11,10,7,2,2,1.1,0.7,0,1.1,1.1,41.9,84.1,0.8,1.7,0.3,0.3,6
Jack Grealish,Man City,27,50,2819,0.6,0.3,0.8,0,0.2,0.1,0,6.98,6,7,1.3,1.6,1.3,2.3,0.1,0.8,1,30.4,86.3,0.3,0.7,0,0.4,2
Bruno Fernandes,Man Utd,28,59,4706,1.7,0.7,0.9,0,1.1,0.1,0,7.37,13,14,2.1,2.8,0.7,1.1,0.3,1,1.3,47.5,78.8,1.1,3.3,0.4,0.5,9
Ivan Toney,Brentford,27,31,2660,0.7,0.4,1.5,0,1,0.3,0,7.25,19,5,2.9,0.8,0.4,2.1,0.8,1.2,2.8,22.3,62.6,0.2,0.4,0.2,3.4,5
Gabriel Martinelli,Arsenal,21,44,3079,0.7,0.2,1,0,0.2,0,0,7.08,14,4,2.2,1.5,1.7,1.1,0.3,1.4,2.3,27.2,83.1,0.4,1,0.1,0.4,3
Armand Laurienté,Sassuolo,24,25,2092,1,0.6,0.8,0,0.1,0,0,7.45,8,6,2.6,2.6,2.6,1.6,0.2,2,2.1,26.6,80.8,0.7,0.7,0.2,0.1,7
Pedri,Barcelona,20,39,2537,1.5,0.6,0.3,0,0.3,0,0,7.08,7,0,0.7,1.5,1.4,1.5,0.1,1.1,1.3,59,88.6,0.2,4.7,0.3,0.1,3
Sergej Milinkovic-Savic,Lazio,28,48,3340,1.4,0.8,1.2,0,0.9,0.3,0,7.09,10,8,1.7,1.1,1,1.9,0,1.5,3,50.5,76.8,0.1,2.5,0.2,2.3,6
Téji Savanier,Montpellier,31,28,2165,1.6,1.2,2,0,0.4,0.1,0,7.28,11,2,2.2,2,2.4,3.2,0,1.6,2.2,48,78.2,1.8,4.8,0.1,0.4,6
Randal Kolo Muani,Eintracht Frankfurt,24,47,3064,0.7,0.1,1.5,0,0.2,0.1,0,7.01,20,10,1.8,0.9,1.8,2,0.7,2,3.4,16.4,64.9,0.1,0.2,0,1.7,8
Christopher Nkunku,RBL,25,32,2236,0.4,0.4,0.7,0,0.4,0.1,0,7.11,16,4,2.2,1.5,1.1,1.3,0.5,1.5,1.7,26.3,85.3,0.3,1,0.1,0.7,6
Eric Choupo-Moting,Bayern,34,31,1722,0.7,0,0.3,0,0.3,0,0,7.22,18,2,1.7,0.8,1,0.4,0.6,0.9,1.9,15.9,75.8,0,0.3,0.1,1.4,3
Mattia Zaccagni,Lazio,27,36,2392,1.1,0.7,1.5,0,0.2,0.1,0,7.20,10,5,1.6,0.9,1.6,3.3,0.2,1,1.4,27.8,84.2,0.2,0.6,0.1,0.3,5
Vincenzo Grifo,Freiburg,30,38,2426,0.8,0.4,0.1,0,0.4,0,0,7.17,15,5,2.1,1.7,1,0.8,0,0.7,1,38.9,80.4,0.9,2.6,0.2,0.4,5
Rodrygo,Real Madrid,22,48,2462,0.6,0.3,0.5,0,0.2,0.1,0,7.11,11,10,2.5,1.3,1.6,1.3,0.2,0.8,1.5,27,88.4,0.2,0.5,0.1,0.3,4
Benjamin André,Lille,32,28,2367,3.9,1.3,1.8,0.1,1.7,0.3,0,7.24,1,1,0.6,0.8,0.7,1.2,0,1.1,1.2,68.7,85.5,0,5.6,0.1,2.8,3
Mikel Merino,Real Sociedad,26,36,2464,2.3,0.9,2,0,1.4,0.4,0,7.14,2,8,1.4,1.2,0.7,1.4,0.1,0.9,1.4,45.8,77.5,0.3,2.1,0.1,3.3,7
Thomas Partey,Arsenal,29,36,2449,2.1,0.8,1,0,1.3,0.2,0,7.01,3,0,0.9,0.7,0.9,0.5,0,0.6,1,55.1,87.6,0.1,3,0.1,1.1,1
Joelinton,Newcastle,26,33,2644,2.4,1.4,1.7,0.1,1.3,0.2,0,7.25,6,2,1.7,0.8,1.5,1,0,1.7,2.2,37.6,82.5,0.1,1,0,1.8,4
Jonas Hofmann,Borussia M.Gladbach,30,33,2472,0.8,0.5,0.4,0,0.3,0.1,0,7.05,12,8,1.2,2.6,0.3,1.3,0.7,0.9,1.3,36.1,79.6,1.9,1,0.2,0.3,5
Benjamin Pavard,Bayern,27,42,2893,2,1.5,1,0.3,2.2,0.5,0,7.09,7,1,0.9,0.5,0.1,0.5,0.1,0.1,0.3,67.3,89.7,0.4,2.7,0.1,1.9,4
Raphaël Guerreiro,Borussia Dortmund,29,36,2875,1.4,1.3,0.4,0.3,0.8,0.1,0,7.18,6,14,1,1.9,0.8,0.5,0.1,0.7,0.8,52.4,85.3,0.7,1.3,0.1,0.3,4
Ousmane Dembélé,Barcelona,25,36,1972,1.2,0.1,0.8,0,0,0,0,7.11,8,9,1.8,1.8,1.5,0.7,0.2,1,1.1,29.7,82.5,1.2,1.2,0.2,0.2,2
Jonathan David,Lille,23,33,2666,0.6,0.2,1,0,0.4,0.1,0,7.10,20,4,3,1.3,0.8,1.5,0.5,1.2,2.5,22.5,81.4,0.1,0.5,0.1,0.3,5
Rodrigo Bentancur,Tottenham,25,30,2271,2.4,1.1,1.3,0,1.1,0.6,0,7.11,6,2,0.9,0.6,1.1,0.5,0,0.8,1.2,50.4,86,0.2,1.4,0.1,1,1
Adrien Rabiot,Juventus,28,46,3683,2,1,1.3,0,1.1,0.3,0,7.17,12,5,1.3,0.9,0.8,1.2,0.1,1.1,1.6,38.8,84.4,0.2,1.4,0.1,1.7,6
Bruno Guimarães,Newcastle,25,36,2501,2.1,0.8,1.4,0,0.4,0.2,0,7.04,4,4,1.1,0.9,1.3,2.6,0,1.8,1.3,46.5,83.8,0.1,3,0.3,0.5,2
Thomas Müller,Bayern,33,40,2087,0.7,0.2,0.4,0,0.3,0.1,0,6.94,8,7,1.4,1.4,0.1,0.4,0.3,0.7,1.3,26.5,78.5,0.1,0.6,0.2,1.3,1
Leroy Sané,Bayern,27,42,2587,1.1,0.2,0.5,0,0,0,0,7.15,13,7,2.3,1.2,2.2,0.7,0.1,1.9,1.8,33.9,82.7,0.1,0.7,0.1,0.2,1
Federico Valverde,Real Madrid,24,47,3021,1.3,0.8,0.6,0,0.5,0.1,0,7.23,12,4,2.2,1.5,0.9,0.5,0.1,0.3,1,48.5,87.9,0.3,2.1,0.1,0.8,6
Julian Brandt,Borussia Dortmund,26,36,2385,0.9,0.5,0.4,0,0.3,0,0,7.11,9,5,1.2,2,1.3,0.5,0.2,1,1.5,35.3,84.6,1.3,1.4,0.1,0.3,3
Jeremie Frimpong,Leverkusen,22,36,2831,1.6,0.5,0.6,0.1,1.1,0.1,0,7.07,8,9,1.1,1.3,2.3,1.9,0.2,1.4,2.6,27.1,79.7,0.4,0.5,0,0.5,3
Alphonso Davies,Bayern,22,38,2855,1.9,0.9,0.5,0.2,0.7,0.3,0,7.16,4,6,0.7,1.6,2.8,0.9,0.1,1.3,2.4,50.6,86.8,0.3,1.3,0,0.2,3
Moussa Diaby,Leverkusen,23,41,3104,0.5,0.1,0.5,0,0,0,0,7.03,13,7,2.2,1.5,1.4,0.5,0.3,1.1,1.9,26.1,80.1,0.6,0.7,0.1,0.1,3
Michael Gregoritsch,Freiburg,28,43,2574,0.6,0.2,0.7,0,0.4,0.1,0,7.07,15,4,2.3,0.9,0.3,1.4,0.4,0.5,1.8,15.8,61.1,0.1,0.2,0,4,5
Lucas Martínez,Fiorentina,26,26,1677,3,1.7,0.8,0.5,3.2,0.8,0,7.18,1,1,1.2,0.2,0.5,1.1,0,0.2,0.5,55.4,81.5,0.1,6.3,0,3.1,5
James Maddison,Leicester,26,26,2048,1.5,0.5,1.1,0,0.1,0,0,7.18,9,6,2.8,2.4,1,2.3,0.2,0.8,1.5,34.2,81,1.2,1.8,0.1,0.1,3
Andrei Girotto,Nantes,31,39,3104,3.2,2.1,1.4,0.2,4.9,0.7,0,7.06,1,1,0.6,0.4,0.1,0.9,0,0.1,0.3,47.5,83.2,0.1,4.6,0,2.1,4
Florian Sotoca,Lens,32,32,2462,1.3,0.8,1.1,0,1.1,0,0,7.16,7,8,2.6,1.7,0.3,1,0.3,0.7,1.2,36,79.3,0.6,2.2,0.2,1.4,3
Branco van den Boomen,Toulouse,27,32,2539,2.1,0.3,1,0,0.8,0.1,0,7.16,6,8,1.7,2.6,0.6,0.6,0.1,0.4,1,57.3,82.2,2.6,7.8,0.2,0.2,1
Kingsley Coman,Bayern,26,38,1872,0.9,0.2,0.3,0,0.2,0,0,7.00,7,5,1.4,1.6,1.7,0.9,0.2,1.4,1.8,26.4,85.1,1,0.8,0.1,0.5,4
Phil Foden,Man City,22,44,2318,0.5,0.3,0.3,0,0.2,0,0,6.96,14,6,1.3,1.3,0.9,0.9,0.1,0.9,1.3,28.3,84.8,1.1,0.7,0.1,0.5,3
Konstantinos Mavropanos,Stuttgart,25,33,2680,1.8,2.3,0.9,0.5,3.4,0.7,0,7.14,2,1,1.6,0.5,0.6,0.7,0,0.2,1,61.3,85.1,0.1,6.1,0,2.8,3
Aleksandr Golovin,Monaco,26,38,2671,1.8,1.1,1,0,0.2,0,0,7.05,6,7,1.5,1.8,0.8,0.6,0.2,0.9,1.4,28.5,75.2,1.3,1.2,0.1,0.6,3
Joselu,Espanyol,33,28,2254,0.2,0.2,0.8,0,1.3,0.1,0,7.16,15,2,2.3,0.7,0.5,2.1,0.5,1.4,2.4,21.1,61.4,0.1,0.4,0,5.3,5
Aleksandar Mitrovic,Fulham,28,35,2672,0.6,0.1,1.4,0,0.8,0.2,0,7.25,20,1,3.9,0.7,1,1.4,0.7,2,2.8,21.3,65.5,0.1,1,0.1,3.9,5
Aleix García,Girona,25,26,2193,1.3,1.2,0.5,0,1,0.3,0,7.14,1,5,1.1,2.4,0.5,1,0,0.4,0.7,52.5,89.2,2.4,3.6,0.1,0.5,2
Nico Schlotterbeck,Borussia Dortmund,23,41,3151,2,1,0.6,0.8,2.3,0.7,0,6.97,4,5,0.5,0.5,0.4,0.7,0,0.3,0.5,67.4,87,0,4.8,0.1,2.1,1
Juan Foyth,Villarreal,25,21,1356,3.2,0.8,1.4,0.4,2.3,0.5,0,7.09,1,0,0.6,0.6,1.1,0.5,0,0.6,0.8,41.1,86.9,0.1,2.7,0,1.4,1
Kim Min-Jae,Napoli,26,40,3419,1.5,1.4,0.8,0.6,3.7,0.8,0,7.10,2,2,0.3,0.3,0.1,0.2,0,0.2,0.4,75.5,89.7,0.1,3.5,0,3,1
Wissam Ben Yedder,Monaco,32,37,2240,0.4,0.1,0.4,0,0,0,0,7.05,22,6,2.1,0.7,0.7,0.4,0.7,0.9,1.2,17.5,76.9,0.1,0.2,0.1,0.4,4
Marcus Thuram,Borussia M.Gladbach,25,33,2330,0.5,0.2,1.1,0,0.7,0.1,0,7.00,16,6,2.6,0.9,1.3,1.2,0.5,1.4,3.1,15.6,71,0.1,0.1,0,1.3,4
Frenkie de Jong,Barcelona,25,44,3015,1.4,1.1,0.9,0.1,0.7,0.2,0,7.06,3,3,0.4,1.1,1.2,1.2,0,0.8,0.8,58.6,90.2,0.3,2.3,0.2,1,3
Fabien Centonze,Nantes,27,24,1422,2.4,2.2,0.8,0.1,2.1,0.3,0,7.11,0,0,0.5,0.4,1.7,1.2,0,0.6,1.2,33.1,79.8,0.4,1.2,0,1.6,1
Reece James,Chelsea,23,27,2116,1.9,0.7,1,0.1,1.1,0.1,0,7.07,2,3,0.9,1.4,1.3,1,0.2,1,1.1,52.2,89.8,1.3,2.4,0,1.2,1
Rafael Leão,AC Milan,23,49,2953,0.2,0.4,0.5,0,0.3,0,0,6.99,14,10,2.2,1.2,2,0.9,0.2,1.1,1.7,17.6,76.2,0.5,1.2,0.1,0.7,6
Frederik Rønnow,Union Berlin,30,33,2836,0,0,0,0,0.8,0,0,6.89,0,0,0,0,0,0.2,0,0,0,36.9,66.7,0,8.2,0,0.3,3
Lautaro Martínez,Inter,25,50,3101,0.7,0.4,1.1,0,0.4,0.1,0,6.89,18,5,3,1,0.6,1.7,0.5,1.2,2.2,17.6,73.6,0,0.6,0.1,1.2,6
Jeremías Ledesma,Cadiz,30,28,2250,0.1,0.1,0,0,1.3,0,0,7.11,0,0,0,0,0.1,0.2,0,0,0,29.3,44.5,0,7.6,0,0.3,4
Maximilian Arnold,Wolfsburg,28,30,2243,1.8,0.8,1,0.2,2,0.4,1,7.11,5,3,1.2,1.4,0.3,2.1,0,0.7,0.6,46.5,82.7,1.3,5.6,0.2,1.1,2
Fabian Schär,Newcastle,31,37,3271,1.2,1.5,0.6,0.4,3.8,0.6,0,6.94,1,1,1.4,0.4,0.1,0.7,0.2,0.2,0.6,51.4,76.9,0.1,4.5,0.1,2.8,1
Kaoru Mitoma,Brighton,25,36,1892,1.3,0.4,0.8,0,0.3,0.1,0,6.99,11,5,1,1,1.4,0.6,0.2,0.8,1.6,26.1,82.7,0,0.6,0.1,0.6,4
Alexis Sánchez,Marseille,34,35,2499,0.9,0.1,1.2,0,0.2,0,0,7.09,15,1,2.1,1.5,1,1.4,1,1.7,2.5,26.5,77.7,0.2,1.2,0.1,1,5
Mário Rui,Napoli,31,26,2049,1.4,0.8,0.9,0.2,0.8,0.2,0,7.14,0,8,0.5,2,0.4,1.4,0,0.3,0.4,63,84.7,1.3,4.8,0.1,0.7,2
Lorenzo Pellegrini,Roma,26,39,2959,1.4,0.7,0.9,0,0.6,0.2,0,7.14,7,9,2,2.3,1.1,1.5,0.4,0.9,2,29.3,79.3,1.6,1.6,0.2,0.4,5
Alexis Mac Allister,Brighton,24,38,2715,2.1,0.8,1,0.1,0.3,0.1,1,7.09,11,2,2.3,1.2,1.1,1.7,0,1.1,1.3,50.3,87.8,0.2,1.8,0.1,0.7,2
Sergi Darder,Espanyol,29,29,2495,1.8,0.7,0.8,0,0.6,0,0,7.08,5,2,0.9,1.9,1.8,2.4,0.1,0.7,1.3,37.4,77.6,1.4,2.7,0.1,0.3,4
Iago Aspas,Celta Vigo,35,30,2467,0.2,0.2,0.5,0,0.6,0,0,7.01,12,3,2.3,2.2,0.5,1.7,0.3,1.4,1.5,33.2,79.2,0.1,1.7,0.2,0.8,2
Enes Ünal,Getafe,25,32,2798,0.8,0.1,1.5,0.1,0.9,0.1,0,7.07,13,5,2.5,0.8,0.5,2.2,0.8,1.4,2.4,20.8,65,0.1,0.2,0.2,3.8,4
Ethan Pinnock,Brentford,29,23,2101,1.5,1,0.3,0.8,7.7,1,1,7.06,2,0,0.5,0.3,0,0.3,0,0.3,0.2,37.8,78.1,0.1,1.7,0,3.7,1
Willi Orbán,RBL,30,45,3671,1.2,1.3,0.6,0.5,4,0.7,0,6.92,4,0,0.7,0.2,0.2,0.9,0.1,0.2,0.4,70.1,88.2,0,4,0,2.7,0
Pierre-Emile Højbjerg,Tottenham,27,49,4254,1.6,1.5,0.9,0,1.4,0.5,0,7.07,6,7,0.8,0.8,0.8,1,0,1,1.1,67.5,89.3,0.3,4.3,0.1,0.6,4
Ellyes Skhiri,FC Koln,27,36,2587,2.8,1.8,1.2,0,1.4,0.3,0,7.05,6,1,0.9,0.9,0.7,0.4,0.1,0.5,0.9,50.1,88.3,0.1,2.3,0,1.1,2
Casemiro,Man Utd,31,47,3027,2.9,1.3,1.4,0,1.7,0.5,0,7.19,6,7,1.2,1,0.3,1,0,0.6,0.6,51.8,79.5,0.2,3.7,0.2,1.7,5
Gerard Deulofeu,Udinese,29,17,1219,0.5,0.1,0.5,0,0.1,0.1,0,7.06,3,6,2.8,3,1.3,0.7,0.5,1.1,1.4,32,80.5,1.2,0.6,0,0.1,2
Pau López,Marseille,28,33,2790,0,0,0,0,0.6,0,0,6.92,0,2,0,0.1,0,0.3,0,0,0,28.2,74.4,0,5.2,0,0.3,1
Yehvann Diouf,Reims,23,24,2070,0.1,0,0,0,0.7,0,0,7.06,0,0,0,0,0.1,0.4,0,0,0.1,27.5,74.9,0,6,0,0.5,1
Giovanni Di Lorenzo,Napoli,29,42,3715,1.6,0.9,1,0.2,1.5,0.3,0,7.11,4,6,0.9,1.4,0.4,0.9,0.1,0.5,0.7,57.5,86.1,0.4,2.5,0.1,1.2,3
Daniel Parejo,Villarreal,33,31,2479,1.9,0.8,0.8,0.1,0.9,0.4,0,7.06,2,3,0.7,1.5,0.8,1.9,0,0.9,0.9,63.8,90.3,1.1,4.2,0.2,0.5,2
Toni Kroos,Real Madrid,33,39,2216,1.6,0.7,0.8,0,0.1,0.2,0,7.06,2,5,1,1.8,0.2,1,0,0.3,0.4,77.3,94.6,1.2,6.7,0.1,0.2,1
Stefan Posch,Bologna,25,29,2184,2.4,1.1,1.3,0.2,1.8,0.4,0,6.89,5,1,0.8,0.9,0.4,0.7,0,0.3,1.4,46.6,76.5,0.4,3.3,0.1,0.9,5
Hakan Çalhanoglu,Inter,29,41,2892,1.5,0.9,1.3,0,0.4,0.2,0,7.11,5,7,1.9,2.2,0.3,0.9,0.1,0.5,1.1,46.7,88.6,1.9,3.6,0.1,0.5,3
Danilho Doekhi,Union Berlin,24,29,2300,1.8,1.3,0.8,0.2,3.5,0.4,0,7.03,5,1,0.5,0.4,0.2,0.5,0,0.3,0.3,40.3,80.4,0,2.1,0,2.3,4
Nuno Mendes,PSG,20,35,2286,2.1,0.6,1.2,0.2,0.7,0.1,0,7.08,2,5,0.3,1.2,1.4,1.7,0.2,0.8,1.4,35.9,84.7,0.5,0.8,0.1,0.4,0
Gaëtan Laborde,Nice,28,31,2104,1.1,0.3,0.7,0,0.4,0.1,0,7.02,11,2,2,1.1,0.7,0.8,0.2,0.8,2,18.7,69.7,0.4,0.4,0,1.6,3
Marcus Rashford,Man Utd,25,52,3418,0.6,0.1,0.4,0,0.3,0.1,0,7.20,31,7,2.8,0.8,1.4,0.6,0.4,1,2.1,20.4,77,0.2,0.6,0,0.6,9
André-Frank Zambo Anguissa,Napoli,27,41,3129,1.7,1.4,1.3,0,0.6,0.1,0,7.11,3,7,1.1,1,1.1,1.4,0.1,1.5,2,56.6,88.1,0,1.6,0.1,1.2,2
Éder Militão,Real Madrid,25,45,2812,1.4,1.2,1.2,0.4,3,0.8,0,6.99,6,0,0.8,0.1,0.3,1,0,0.2,0.6,51.8,88.4,0,3.2,0,1.7,2
Leon Goretzka,Bayern,28,38,2270,1.7,0.9,1,0,0.9,0.1,0,6.98,6,6,1.7,0.9,0.3,0.5,0.1,0.5,0.6,34,83.6,0,1.1,0.1,1.5,2
João Cancelo,Man City,28,49,3206,1.7,1.1,0.7,0.2,0.7,0.1,0,7.12,6,8,0.9,0.6,1.5,0.8,0.2,0.5,1,55.8,85.5,0.7,2.2,0,1.2,3
Teun Koopmeiners,Atalanta,25,36,2487,1.3,0.6,1.2,0.1,1,0.1,0,6.88,7,4,1.5,1.1,0.5,0.6,0,0.8,1.2,42,80.6,1,2.4,0.1,0.9,1
Thiago Silva,Chelsea,38,34,2678,1.5,1.3,0.4,0.5,3.8,0.9,0,7.02,0,3,0.6,0.3,0.1,0.6,0,0,0.2,74.9,91,0,4.9,0,1.9,1
Isi Palazón,Rayo Vallecano,28,27,2160,1.1,0.4,1,0,0.8,0.1,0,7.03,6,5,2.5,1.6,1.3,2.7,0.3,1.9,2.3,30.1,79.3,1.5,1.3,0.1,0.9,0
Nabil Bentaleb,Angers,28,28,2086,2.7,1.6,1.3,0.1,1,0.4,0,7.03,3,3,1.4,1,1.9,1.8,0,1.3,1,58.5,84.9,0.8,4,0.1,1,4
Borna Sosa,Stuttgart,25,30,2120,1.4,0.7,0.4,0.2,1.9,0.1,0,6.92,3,7,0.6,2,0.5,0.4,0,0.7,0.8,39.6,81.9,2.4,1.2,0,0.7,3
Vedat Muriqi,Mallorca,28,33,2886,0.4,0.3,1.8,0,1.7,0.2,0,7.20,17,4,2.4,1,0.4,1.1,0.7,1.6,2.2,25.3,60.3,0,0.6,0.1,5.5,7
Malo Gusto,Lyon,19,18,1448,2,1.4,0.8,0.3,0.8,0.2,0,7.03,0,1,0.4,1.4,1.2,1.3,0.1,0.6,1,61.1,85.2,1.8,2.4,0,0.5,1
Seko Fofana,Lens,27,30,2449,0.8,0.6,0.6,0,0.3,0.1,0,7.03,6,4,2.4,1,1.6,1.1,0.1,1.2,1.8,48.3,88.9,0.5,2.1,0.1,0.6,2
Ilkay Gündogan,Man City,32,49,3396,0.9,0.6,0.6,0,0.3,0.1,0,6.91,8,4,1.6,1.1,0.5,0.6,0.1,0.8,0.8,49.8,88.2,0.2,1.8,0.2,0.6,1
Franck Honorat,Brest,26,27,2180,1.3,0.7,0.7,0,0.5,0,0,7.03,5,5,1.5,2.7,0.4,0.6,0.3,0.6,1.8,25.7,74.5,2.3,0.7,0,0.4,3
Javi Galán,Celta Vigo,28,28,2440,2.9,1,1.3,0.2,1.5,0.1,0,7.02,0,2,0.3,1.6,2,2.1,0.3,1.2,2,42.2,79.6,1.1,2,0,1,5
Caio Henrique,Monaco,25,36,3009,2.2,0.7,0.5,0.2,1.4,0.2,1,6.94,1,10,0.4,1.3,0.6,0.7,0,0.3,0.6,46.1,80,1.2,1.6,0,0.4,2
Achraf Hakimi,PSG,24,43,2901,2.1,0.7,0.8,0.2,0.7,0.1,0,6.93,4,6,0.6,1,0.8,0.7,0.1,0.9,1.1,46,88.5,0.5,0.7,0.1,0.4,0
Danilo,Juventus,31,47,3525,2,1.3,1,0.2,2.8,0.4,0,6.94,3,3,0.7,0.6,0.3,0.5,0,0.2,0.6,55.6,85.2,0.1,3.4,0,1.3,1
Patrick Wimmer,Wolfsburg,21,24,1401,1.5,0.6,1.6,0,0.5,0.1,0,6.91,3,6,1,1.5,0.9,1.1,0.2,1.3,2,19.5,66.3,0.6,0.4,0.1,0.9,0
Miguel Almirón,Newcastle,29,36,2428,1.3,0.3,0.6,0,0.3,0.1,0,6.96,12,3,1.9,0.9,0.9,1,0.4,0.7,1.5,28.1,85,0.2,0.5,0.1,0.2,1
